id,label,text
73,14783134 15697333 14854817 14925479,74 126 87 98 119 119 98 117 14785469 14851759 14925245 15697549 14853038
74,14924216 14781104 14717848 14791612,14858120 14726836 52 41 49 14782903 14858120 14726836 14782903 14716559 14785451 14849931 14789282 14859143 14846102 14791308 15706258 14924472 14717871
75,14844093 15705739 14854331 15699885,117 104 101 104 115 41 116 98 102 117 100 111 116 116 116 116 116 116 116 116
76,14786237 15697082 14722731 14924977,15699126 15706282 15706291 15699126 15706282 14716854 14852794 15697794 14720387 14846116 15706282 14728324 14925479 14721977 14846909 39 14858639 15632016 14778809 15252363 14924455 14782631 14791826 15632260 15632056 41 41 41 14717871 15699126 15706282 14925705 14719896 14925245 14854553 14782367 14786472 14924455 14850991 15632285 14858631 14846116 15706282 14853024 14721689 14925452 15708328 14925709 14858370 14925706 14846120 14858134 14720387 15710336 14725004 14976901 14847898 14925738 14976902 15641759 14925738 14976902 14853024 14854817 15252363 14847405 14847388 14925185 14853021 14858134 14859955 15699126 15706282 14854817 14925479 15252376 14925738 15697796 14976902 15641759 15697796 14976902 68 66 83 51 14976902 49 15252363 14728328 14846337 15710336 14853021 14858134 14851005 15697796 15706258 15252376 15630986 15636660 14976902 15634600 14844596 14976902 15706551 14846610 15706250 15252363 14858138 15706258 14925185 14853021 14858134 14721162 70 119 119 15252376 14850991 14853024 14854577 14721192 14726056 15699126 15706282 15042458 15710612 14844578 15042458 14720387 14849931 14782641 15252363 14925464 15637383 15704454 14925703 14854557 15630472 14720387 15042458 15710612 14844093 15042458 15252363 14782090 15697082 15706538 14728324 14844093 14719896 14789284 14720387 14846116 15706282 14925219 14791302 15697082 14847388 14976901 14925196 14854553 14925709 15252363 14850991 14728324 14925479 14846116 15706282 14782641 14722487 14847927 14720387 15634601 15639967 14924701 14845845 15632315 14719623 14924455 14846396 14784674 15706250 14976902 15634601 15697798 14860175 14723726 14723726 15252363 15697803 15631780 14925212 14844290 14854590 14782090 14786472 15699126 15706282 14858639 14860223 14717871 15697803 14925452 14847626 14846095 15705516 14924455 14858426 14717602 14925185 14720387 15631535 14847873 14976901 15699126 15706282 15706291 14858166 14786472 14924455 14720387 14852794 14856354 14844592 15252363 14853024 14854577 14850991 15710366 15630475 14717871 15699126 15706282 14847873 14925228 14849419 14925219 14791302 14717848 14791612 15252363 14924455 14846120 14924962 15632000 14925709 14849923 14721162 14849923 14788528 14785422 15708580 14720387 14728324 14846116 15706282 14858120 14924702 14924723 14976901 14859667 14717871 14844290 15710367 14782631 14728090 15637633 14782359 14925185 14784674 15706250 14976902 14727356 15706262 14976902 14846610 15706250 14785451 14723726 14856354 14844592 15252363 15706542 14924455 14720387 15699126 15706282 14721192 14726056 15710336 14725004 14785715 14847399 14783119 14715264 14976901
77,14782903 15634620 15638402 15706300,14782903 15634620 15708803 15706536 14782903 15634620 15708803 15706536 14786472 14925703 14789561 14925757 14844595 15708580 15697803 14717848 14720387 14782903 15634620 15708803 15706536 70 119 119 14976901 14785186 15696045 14722690 15710128 14720387 14788543 14858372 14851237 15638424 15696051 14847388 14925193 14925757 14717871 14782384 14780567 14924188 14721158 14925245 14854557 14847921 14720387 14726585 14844033 14782903 15634620 15708803 15706536 15252363 14924962 14780567 14924188 14925741 14780320 14846865 14720387 15696045 14854557 14925454 14844596 15635369 15706250 14976902 14859953 14924723 14924962 15640241 14858129 14723472 14791826 14925706 14782890 14854817 14925479 14717871 14782384 14845576 14852794 14720387 14782910 14859144 15630474 14782903 14854557 14925454 14782903 15634620 14854565 14782384 14724264 15252363 14860201 14847406 14717871 14782384 14850991 14782626 14720141 14716801 14846102 14720387 14923942 14780072 14791597 14791302 14925738 14858412 15632280 14781074 14781070 14785415 14788543 14858372 14785415 15637383 15704454 14720387 15708803 15706536 14976901
78,14786237 15697082 14722731 14924977,14854542 14846612 15697796 14847139 14925703 14924436 14785469 14847920 14846630 14781578 14713504 14859953 14849723 14846124
79,15632285 15706536 14721977 14925219,100 102 107 107 100 98 105 115 98 117 88 102 110 114 110 53 14786237 15697082 14717874 15635335
80,14856354 14844592,67 88 83 98 116 115 14844290 15631535 14791308 15706258 14717871 15042451 15042451 15708850 15699636 14844316
81,14924216 14781104 14717848 14791612,14848641 14782384 15635335 14848937 14783914 14781858 14848641 14782384 14925216 14717848 15635335 14848937 14782641 15706282 15636660 14783914 14781858 15635335 14848937 15252363 15635335 14848937 14728344 15706534 14723726
82,14786237 15697082 14722731 14924977,104 105 42 14925245 14783134 14714302 15706300 42 110 72 84 14925245 14783134 14714302 15706300 42 110 72 84
83,14924216 14781104 14717848 14791612,99 114 104 106 98 110 115 88 102 105 99 117 104 110 99 14723463 14846610 14720387 15706282 15708039 15706241 14847916
84,14924216 14781104 14717848 14791612,14720697 14859681 14850999 14851257 14791308 15706258 14924472 14717871 14791308 15706258 14717871 15252363 14854817 14925479 15706282 15636660 15710888 14722731 14717871 14791826
85,14783134 15697333 14854817 14925479,109 110 114 126 114 88 100 102 107 107 98 117 88 107 110 105 114 127 14859667 14717871 14925193 14786237 15697082 14853009 14849723 14851005 14786216
86,14856354 14844592,78 86 107 102 106 119 88 104 105 14786237 15697082 14854577 14717874 104 105 42 107 110 105 98
87,14786237 15697082 14722731 14924977,115 98 102 106 117 104 101 104 115 88 102 105 99 117 104 110 99 14925757 83 98 102 106 85 104 101 104 115 14925216 14849158 14780567 14924188 70 105 99 117 104 110 99 15706282 15636660 14785418 14847398
88,14786237 15697082 14722731 14924977,14847898 14785423 15706557 14850716 54 53 54 52 53 52 54
89,14924216 14781104 14717848 14791612,15637681 15708310 14792378 15710881 84 42 55 55 54 15640254 14720169 15706282 14847406 52 41 55 15710881 15710906 15640254 14720169 39 39 14844290 15631535 14859667 14717871
90,15630486 15702410 14718849 15709093,14851251 14787724 14854554 14844607 88 110 72 84 14976903 14976903 14851251 14787724 14854554 14844607 14849964 14853024 15630472 14726585 15704228 14925716 15710614 14976902 14787724 15710134 14976902 14925479 15639967 15252363 14786472 14925703 14789561 14846120 14924962 15637896 14782641 15637896 14850999 14782100 15710134 43 14845597 15639967 43 14854817 14925479 43 14854334 14859151 33 36 51 55 60 14846850 14781611 78 64 84 14846644 14782641 14854334 14859151 14976902 15637145 14846644 14782641 14854334 14859151 14976902 14925245 14785469 14854334 14859151 33 36 51 54 60 43 14787724 14847388 14791308 15706258 43 14722963 15706543 14720387 14782092 14785469 14851251 14787724 15710888 14924977 15252380 14782087 14785422 15708803 14782878 14726585 14781334 14728321 15632270 15252363 14786472 15710100 14854554 14844607 15252380 14850688 14860193 14785422 14782848 14854800 15704228 15706291 14849419 14847873 14783400 14846111 14846865 14851257 41 14976903 14976903 14716606 15699637 15252381 14925725 14924446 14716854 14852794 15697794 14782100 15710134 43 15699106 14782631 15704228 15706291 14849419 14846111 14846865 14851257 43 14844593 14854553 14850237 14785451 14925709 14786472 14850991 14845597 14782631 14717871 14847384 15252380 14845597 15639967 14782353 14854817 14925479 14925217 14713777 41 14785451 15710888 14924977 14783400 14781318 14847873 14783400 14846111 14846865 14851257 14846093 14782848 14854800 15704228 15706291 43 14859953 14783400 14781318 14854334 14859151 43 14787724 14847388 14791308 15706258 43 14722963 15706543 14790566 14859144 41 14976903 14976903 14785451 15710888 14924977 14854557 14785432 14782903 14853529 14853024 15708828 14787724 15710134 43 14846337 14846133 14849930 14857863 43 14849923 14721162 14925479 15639967 14849419 14854817 14925479 15708803 14782878 43 15706542 14787724 14846092 14925705 14782641 14923958 15710364 41 14976903 14976903 14787724 15710134 14925479 15639967 15708803 14782878 14785186 14794135 14844587 14859143 14727830 14728347 41
91,14786237 15697082 14722731 14924977,14925703 14792378 14787753 15637634 85 48 42 14859960 15697555 15708828 15706536 42 14852752 14924977 52 41 55 15710881 15710906 15640254 14720169 15252363 14844290 15631535 14859667 14717871
92,15630486 15702410 14718849 15709093,15630486 14716555 14849948 88 102 105 99 117 104 110 99 15042459 15630486 14716555 14849948 15042458 14786472 14717878 14789281 14792334 14860165 15699126 14782090 14925713 14854577 14783134 15697333 14849455 15706277 14785418 14847398 14785422 15638167 14844587 14846143 14859143 14846102 14720387 14925703 14789561 14850237 14925193 14976909 15630486 14716555 14782903 14786949 14858418 14976908 14783134 14785175 14720387 15641759 14783119 15697082 14850444 14853009 15706282 14854817 14925479 14856354 14844592 14976901
93,14858934 15636660 15704193 14849963,81 72 78 68 66 41 84 74 84 14850237 14925193 80 66 69 14720387 15706282 15636660 14785418 14847398 15252363 14717871 14925193 15637633 14782359 14721212 14847407 14728335 14724264 14976901
94,15632285 15706536 14721977 14925219,66 74 104 101 110 107 98 88 70 105 99 117 104 110 99 14721212 14847407 104 102
95,14786237 15697082 14722731 14924977,14721689 14856345 97 107 102 116 111 15706282 15636660 14783914 14781858 14721689 14856345 15706282 15636660 14783914 14781858
96,14783134 15697333 14854817 14925479,14716854 14854577 14782392 14925216 53 52 54 54 55 52 50 51
97,14783134 15697333 14854817 14925479,14925705 15646369 15646350 14854334 15706266 14717871 14782384 14925705 15703709 14781592 14846630 15632285 15646369 15646350 14854334 15706266
98,14786237 15697082 14722731 14924977,80 78 65 78 15706282 15636660 14847406 14782092 80 78 65 78 15706282 15636660 14847406 14782092
99,14783134 15697333 14854817 14925479,14781861 14728613 14846850 14858412 14782092 15637145 14860223 14924216 14781104 14720387 14728613 14846850 15710594 14847406 14856354 14844592 15252363 15702410 14849935 14728613 14846850 15705218 15632315 14782381 14851257 14976902 14728613 14846850 14780567 14721981 14723726 14925756 14791302 14847384 15697082 15252363 14786472 14925703 14789561 14854542 14844591 14976902 14728376 15699637 14976902 14858120 14856352 14720387 14854553 14717871 14856354 14844592 14976901
100,15630486 15702410 14718849 15709093,14925219 15632285 14728609 15710881 14846143 14785469 14724264 88 102 105 99 117 104 110 99 14785451 15710888 14924977 14925757 14925219 15632285 14728609 15710881 14727830 14728609 15710881 14726332 14728344 14720387 14846143 14785469 14724264 15252363 15706274 14726332 14728344 14717878 14846608 15638452 14925219 15632285 14717871 15710881 14785418 14847398 14785422 15638167 14844587 14846143 14782100 15632295 15252363 14724001 14849935 14851258 14854577 14727830 14728609 15710881 14788480 14844033 15252363 14925725 14847398 14791054 14846093 14844587 14847398 14925716 15710881 14976902 14782626 14721176 14846605 14782626 14721176 14976902 14854557 14847921 14717871 15710881 15252363 14924962 14853021 14788528 14846865 14720387 14785418 14847398 15252363 14844591 15637157 14793894 15708596 14783416 14924678 14976902 14848641 14782594 14976902 14792598 14924688 14720387 14844093 15705739 15637383 14792325 14976901
101,14924216 14781104 14717848 14791612,14925237 14924723 83 81 14925703 14789561 14854577 14859690 14925237 14779522 14792088 15632285 14976902 15697798 14925245 14845602 14859696 14719884 14781859 14976902 14785418 14847398 14791302 14725004 15708312 15712173 14976902 14782626 14860223 14720150 14781859 14780567 15630741 14720387 14925703 14789561 33 118 114 104 115 60 14786237 14779040 14845602 14859696 33 118 114 104 115 60 14720387 14728335 14724264 15710888 14924977 14976901
102,14844093 15705739 14854331 15699885,14788539 14847388 14782092 14785469 14854557 14847921 15706282 14714302 14852752 14924977 14846341 14848641
103,14924216 14781104 14717848 14791612,70 105 126 113 110 98 112 88 70 105 99 117 104 110 99 70 105 126 113 110 98 112 14786472 14925703 14789561 14850991 15638402 15706300 15639937 14850200 14785422 14925751 14854283 14721192 14726056 14849419 15641759 14925245 14792595 14720387 15638402 15706300 15710888 14924977 15252363 14925703 14720179 14925716 14791855 14925193 14780567 14924188 14785715 15699861 15632261 14720387 15638402 15706300 14924436 15641995 14976901 14717871 14782384 14924688 14853021 14925715 15632010 14860164 14925713 14717579 14849923 14850999 15252363 14852236 14728335 14850717 14781318 14925703 15709096 14720387 14844554 15709118 15708328 14728632 14976901 14794626 14782903 14723463 14791558 14720387 15706553 15706534 15639689 14788539 14849419 14853021 14788528 14846865 14720387 14780821 14716559 15252363 14846093 14853021 14721162 15710594 14847406 14847384 15697082 14925705 14925703 14924436 14976901
104,14856354 14844592,14852770 14721174 14791302 14780314 15703709 14781592 14853024 15696790 88 102 105 99 117 104 110 99 54 14976902 14779823 14846120 14924962 15632285 15710336 14714302 14844092 14846132 14925709 15630986 14727849 14785469 14851759 14925245 15710361 14780834 14727830 14728347 53 14976902 15632285 15710336 14780832 14847921 14851759 14717579 15637157 15630986 14727849 14785469 14851759 14925245 15706282 15708039 14976902 14846592 14728608 14851261 14924977 15252363 14924962 14846093 14784674 14719884 15710888 14924977 14716559 14785451 52 14976902 14714302 14844092 14780832 14847921 14851759 14717579 15637157 15710359 15705739 14785469 14851759 14925245 14725004 14859656
105,14924216 14781104 14717848 14791612,15637145 14722950 119 104 116 15637145 14722950 119 104 116 14786472 15635855 14854334 14925738 14858120 14848641 14782384 14720387 14721212 14847407 14783409 15635633 15637383 14792325 15252363 14780567 14924188 14720387 14925703 14724254 14783409 14789561 14976902 14788543 15635335 14976902 14853009 14846609 14976902 14924701 14849695 14976902 14925219 14786452 14728344 15706534 14859956 14846135 14976901
106,14844093 15705739 14854331 15699885,65 102 100 98 88 97 102 100 98 14788755 14854334 14713504 14716544 14786472 14849953 14925757 14849931 14925703 14925245
107,15630486 15702410 14718849 15709093,14849934 14784912 106 104 116 106 104 116 102 119 119 14780811 14925709 14721212 14847407 15710359 14728371
